Star,[Fe/H],[TiI/Fe],[CaI/Fe],[MgI/Fe],[CuI/Fe],[Al/Mg],[BaII/Fe],[ZnI/Fe],[CeII/Fe],[Mg/Ti],[Y/Ba],[Y/Zn],Teff,logg,vtur,Age,pop,log_S_N
HD95533,0.16,0.09,-0,0.01,0.13,0.07,-0.02,-0.02,0.09,-0.08,0.01,0.01,5366,4.36,0.63,7.530,thin,2.1492191126553797
HD95542,-0.04,0.02,0.06,-0.02,-0.14,-0.06,0.19,-0.1,0.14,-0.04,-0.11,0.18,5984,4.52,1.01,1.489,thin,2.552668216112193
HD9578,0.11,0,0.06,-0.04,-0.14,-0.010000000000000002,0.13,-0.12,0.02,-0.04,-0.06,0.19,6055,4.52,1.07,0.950,thin,2.7259116322950483
HD95860,-0.31,0.12,0.09,0.1,-0.06,-0.08,-0.07,-0.04,-0.03,-0.01999999999999999,-0.07999999999999999,-0.10999999999999999,6054,4.48,1.25,7.502,thin,2.255272505103306
HD95922,-0.06,0.02,0.03,0.02,-0.19,-0.53,0.2,-0.14,0.07,0,-0.15000000000000002,0.19,6293,4.63,1.23,0.784,thin,2.012837224705172
HD9608,-0.26,0.06,0.1,0.08,-0.07,-0.15000000000000002,0.05,-0.05,0.02,0.020000000000000004,-0.13,-0.03,5954,4.43,0.98,6.937,thin,2.1958996524092336
HD96116,-0.01,0.01,0.02,-0.02,-0.14,-0.039999999999999994,0.14,-0.09,0.1,-0.03,-0.06000000000000001,0.16999999999999998,5832,4.52,0.96,2.059,thin,2.1958996524092336
HD96276,-0.02,-0.01,0.02,-0.01,-0.09,0.01,0.03,-0.06,-0.05,0,-0.03,0.06,6080,4.49,1.12,2.713,thin,2.0969100130080562
HD96290,0.03,-0.01,0.02,-0.06,-0.05,0.09,0.05,-0.09,-0.08,-0.049999999999999996,-0.07,0.06999999999999999,6219,4.56,1.21,0.992,thin,2.255272505103306
HD96423,0.1,0.03,0.01,0.04,0.02,0.030000000000000006,-0.08,-0.02,-0.05,0.010000000000000002,0.009999999999999995,-0.05,5711,4.35,0.98,6.065,thin,2.6273658565927325
HD96673,-0.12,0.06,-0.05,0.02,0.03,0.12000000000000001,-0.09,-0.02,-0.1,-0.039999999999999994,-0.010000000000000009,-0.08,4642,4.21,0.36,6.187,thin,2.110589710299249
HD967,-0.68,0.31,0.24,0.33,-0.04,-0.04999999999999999,-0.06,0.18,-0.1,0.020000000000000018,0.09,-0.15,5568,4.53,0.77,13.017,thick,2.8785217955012063
HD96700,-0.18,0.03,0.06,0.07,-0.04,-0.05,-0.03,0.01,-0.07,0.04000000000000001,-0.11000000000000001,-0.15000000000000002,5845,4.39,1.04,9.066,thin,2.934498451243568
HD97037,-0.07,0.03,0.04,0.06,-0.04,-0.03,-0.06,-0.03,-0.06,0.03,-0.06,-0.09,5883,4.34,1.13,7.646,thin,2.4756711883244296
HD97320,-1.05,0.26,0.19,0.25,-0.27,9.74,-0.11,0.01,0.03,-0.010000000000000009,0.009999999999999995,-0.11,6165,4.57,1.5,11.513,thick,2.419955748489758
HD97343,-0.06,0.13,0.11,0.09,0.06,0.06,-0.1,0.08,0.05,-0.04000000000000001,-0.01999999999999999,-0.2,5410,4.39,0.82,8.845,high,2.6344772701607315
HD97783,-0.73,0.29,0.24,0.33,-0.13,-0.1,-0.06,0.17,-0.12,0.040000000000000036,0.049999999999999996,-0.18000000000000002,5682,4.5,0.88,13.096,thick,2.3560258571931225
HD9782,0.09,-0.04,0.02,-0.01,-0.05,-0.04,-0.03,-0.02,-0.11,0.03,0.019999999999999997,0.01,6023,4.42,1.09,2.486,thin,2.586587304671755
HD9796,-0.25,0.1,0.14,0.07,0.02,0.039999999999999994,-0.01,0.13,0.05,-0.03,-0.04,-0.18,5139,4.34,0.49,9.104,thin,2.5658478186735176
HD97998,-0.42,0.07,0.07,0.09,-0.04,-0.039999999999999994,0.03,0,0,0.01999999999999999,-0.09,-0.06,5716,4.57,0.85,7.759,thin,2.531478917042255
HD98281,-0.26,0.12,0.1,0.09,0.04,0.020000000000000004,-0.02,0.06,0.05,-0.03,-0.06999999999999999,-0.15,5381,4.42,0.64,8.574,thin,3.1189257528257768
HD98284,-0.84,0.24,0.26,0.28,-0.12,-0.30000000000000004,-0.1,0.06,0.04,0.040000000000000036,0.020000000000000004,-0.14,5913,4.52,1.18,12.367,thick,2.2041199826559246
HD98356,0.1,0.04,-0.01,-0.03,0.08,0.06,-0.11,0.03,0.05,-0.07,0.05,-0.09,5322,4.41,0.84,4.130,thin,2.385606273598312
HIP102025,-0.26,0.09,0.03,0,-0.07,0.12,0.05,-0.09,0.14,-0.09,0.009999999999999995,0.15,4650,4.31,0.45,5.305,thin,2.0043213737826426
HIP104856,-0.24,0.16,0.08,0.07,0.02,0.07999999999999999,-0.02,0.03,-0.04,-0.09,-0.09,-0.14,4908,4.28,0.08,7.864,thin,1.7708520116421442
HIP10741,-0.14,0.11,-0.04,0.01,0.04,0.07,-0.04,-0.01,-0,-0.1,-0.019999999999999997,-0.049999999999999996,4742,4.26,0.26,5.640,thin,2.0453229787866576
HIP108216,-0.54,0.42,0.18,0.11,0.11,0.29000000000000004,-0.15,-0.01,0.09,-0.31,0.01999999999999999,-0.12000000000000001,4654,4.33,0.2,5.405,thick,1.9294189257142926
HIP109149,-0.13,0.07,-0.01,-0.15,-0.05,0.01999999999999999,0.03,-0.07,0.29,-0.22,0.13,0.23,4904,4.4,0.27,5.347,thin,2.12057393120585
HIP116374,0,0.06,-0.04,-0.26,-0.07,0.38,-0.14,-0.15,-0.17,-0.32,0.020000000000000018,0.03,4527,4.08,0.65,4.934,thin,2.187520720836463
HIP116939,-0.07,0.04,-0.01,-0.08,0,0.07,-0.01,-0.01,-0.06,-0.12,-0.019999999999999997,-0.019999999999999997,4920,4.27,0.33,7.118,thin,1.6901960800285136
HIP12147,-0.38,0.16,0.1,0.07,-0.04,0.03,0.05,-0.08,0.22,-0.09,-0.060000000000000005,0.07,4960,4.41,0.55,7.058,thin,2.0569048513364727
HIP15587,-0.12,0.09,0.03,0.03,0.03,0.03,-0.02,0.06,-0,-0.06,-0.02,-0.1,5239,4.46,0.66,5.159,thin,1.8325089127062364
HIP16094,-0.08,0.12,-0.03,-0.11,-0.02,0.19,0.03,-0.09,0.12,-0.22999999999999998,-0.03,0.09,4785,4.29,0.46,5.752,thin,1.9637878273455553
HIP17346,-0.1,0.09,-0.04,-0.07,0.1,0.2,-0.14,-0.05,-0.2,-0.16,0.010000000000000009,-0.08,4542,4.19,0.38,5.091,thin,2.3636119798921444
HIP1745,-0.44,0.12,0.1,0.06,-0.02,0.09,0.02,0.07,0.04,-0.06,-0.15,-0.2,5416,4.39,0.47,9.758,thin,2.03342375548695
HIP20444,-0.14,0.16,-0.02,0.01,0.03,0.13999999999999999,-0.06,0.04,-0.14,-0.15,-0.08000000000000002,-0.18000000000000002,4803,4.27,0.47,5.886,thin,2.0170333392987803
HIP21934,0.17,0.05,-0.08,-0.15,0.1,0.33999999999999997,-0.17,-0.07,-0.12,-0.2,0.09000000000000001,-0.009999999999999995,4513,4.12,0,4.889,thin,2.3283796034387376
HIP22059,-0.28,0.12,0.07,-0.02,-0.11,0.06,0.14,-0.13,0.13,-0.13999999999999999,-0.1,0.17,4672,4.33,0.47,5.075,thin,2.4183012913197452
HIP25612,-0.49,0.14,0.12,0.06,0.05,0.13,-0.08,-0.12,0.14,-0.08000000000000002,0.2,0.24,4433,4.33,0.3,5.622,thick,2.1492191126553797
HIP26542,-0.53,0.16,0.03,0,0.05,0.1,0.06,-0.02,0.03,-0.16,-0.14,-0.06,4598,4.38,0.1,5.147,thin,2.2624510897304293
HIP31639,-0.54,0.33,0.2,0.23,0.04,0.05999999999999997,-0.06,0.18,0.11,-0.1,-0.010000000000000009,-0.25,5400,4.53,0.31,12.100,thick,1.863322860120456
HIP32127,-0.64,0.32,0.22,0.28,0,0.02999999999999997,-0.1,0.12,0.06,-0.03999999999999998,0.010000000000000009,-0.21,5302,4.44,0.58,11.464,thick,2.4899584794248346
HIP32812,-0.01,0.07,-0.04,-0.16,0.1,0.24,-0.05,-0.03,-0.05,-0.23,0,-0.020000000000000004,4849,4.27,0.2,6.338,thin,2.3138672203691533
HIP33392,-0.05,0.1,-0.01,0.06,0,0.06,0.02,0.04,-0.09,-0.04000000000000001,0,-0.02,4843,4.39,0.49,5.827,high,1.8864907251724818
HIP35992,-0.02,-0.02,-0.04,0.12,-0,-0.06999999999999999,0.01,0.01,-0,0.13999999999999999,-0.02,-0.02,4856,4.18,0.44,6.972,thin,2.0755469613925306
HIP36347,-0.01,0.05,-0.04,-0.11,0.07,0.5,-0.12,-0.06,0.02,-0.16,0.009999999999999995,-0.05,4565,4.19,0.62,5.407,thin,1.9344984512435677
HIP38324,-0.32,0.08,0.04,-0.08,-0.03,0.25,-0.09,-0.12,-0.24,-0.16,0.08,0.11,4393,4.01,0.44,5.352,thin,2.1760912590556813
HIP39470,-0.32,0.06,-0.05,-0.3,-0.09,0.21,0.04,-0.16,0.01,-0.36,-0.010000000000000002,0.19,4440,4.24,0.14,5.087,thin,2.326335860928751
HIP41659,-0.55,0.38,0.21,0.3,0.06,0.08000000000000002,-0.19,0.16,-0.12,-0.08000000000000002,0.07,-0.28,5190,4.38,0.51,11.676,thick,2.456366033129043
HIP45301,-0.14,0.1,0.01,0.01,0.08,0.1,-0.11,0.05,0.04,-0.09000000000000001,0.06,-0.1,4660,4.26,0.23,5.394,thin,1.9294189257142926
HIP5114,-0.57,0.19,0.06,0.02,-0.01,0.09,-0.03,0.02,0,-0.17,-0.06,-0.11,4749,4.51,0.12,5.701,thin,2.292256071356476
HIP5158,0.18,0.04,-0.03,0.01,0.12,0.11,-0.12,-0.09,-0.17,-0.03,0.04999999999999999,0.01999999999999999,4708,4.22,0.53,5.360,thin,2.6053050461411096
HIP58348,0.03,0.13,0.01,-0.05,0.07,0.14,-0.09,-0.06,0.05,-0.18,0.049999999999999996,0.019999999999999997,4772,4.35,0.3,4.944,thin,2.303196057420489
HIP59925,-0.25,0.08,-0.04,-0.01,-0.21,-0.04,0.04,-0.12,0.06,-0.09,-0.07,0.09,4450,4.12,0.15,5.487,thin,2.0863598306747484
HIP69224,-0.17,0.06,0.03,0.07,0.1,0.03,-0.02,-0.04,-0.04,0.010000000000000009,-0.08,-0.060000000000000005,4927,4.26,0.33,8.390,thin,1.9294189257142926
HIP7058,-0.12,0.11,0.02,-0.06,0.04,0.35,-0.14,-0.03,-0.09,-0.16999999999999998,0.04000000000000001,-0.07,4478,4.05,0.12,5.534,thin,1.9344984512435677
HIP7743,-0.11,0.16,0.01,-0.04,0.06,0.13,-0.08,-0.03,-0.14,-0.2,0.04,-0.010000000000000002,4523,4.08,0.05,5.568,thin,1.9444826721501687
HIP78242,-0.01,0.1,0.02,-0.02,0.06,0.08,-0.03,-0.09,-0.01,-0.12000000000000001,-0.04000000000000001,0.01999999999999999,5244,4.4,0.73,4.524,thin,2.1367205671564067
HIP88316,-0.05,0.19,0.02,0.01,0.14,0.19999999999999998,-0.05,0.01,0.09,-0.18,-0.06999999999999999,-0.13,5118,4.29,0.46,8.850,high,1.9294189257142926
HIP96240,-0.14,0.02,-0.01,-0.14,-0.01,0.1,0.09,-0.04,0.16,-0.16,-0.09,0.04,4731,4.33,0.47,6.161,thin,1.8512583487190752
HIP98764,-0.32,0.11,0.06,0.06,-0.07,-0.019999999999999997,0.03,0.01,0.05,-0.05,0.010000000000000002,0.03,4811,4.33,0.42,6.285,thin,1.8692317197309762
HIP99606B,-0.41,0.19,0.16,0.26,-0.04,-0.1,-0.06,0.18,-0,0.07,-0.08000000000000002,-0.32,5764,4.19,0.98,12.190,thick,1.8692317197309762
